node,function,verse,text,front,sentence
458566,simultaneous,2 Sam 6:9,בַּיֹּ֣ום ה֑וּא,בְּ,וַיִּרָ֥א דָוִ֛ד אֶת־יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא 
458572,atelic_ext,2 Sam 6:11,שְׁלֹשָׁ֣ה חֳדָשִׁ֑ים,Ø,וַיֵּשֶׁב֩ אֲרֹ֨ון יְהוָ֜ה בֵּ֣ית עֹבֵ֥ד אֱדֹ֛ם הַגִּתִּ֖י שְׁלֹשָׁ֣ה חֳדָשִׁ֑ים 
458634,simultaneous,2 Sam 7:4,בַּלַּ֣יְלָה ה֑וּא,בְּ,וַיְהִ֖י בַּלַּ֣יְלָה הַה֑וּא 
458668,simultaneous,2 Sam 7:10,בָּרִאשֹׁונָֽה׃,בְּ,כַּאֲשֶׁ֖ר בָּרִאשֹׁונָֽה׃ וּלְמִן־הַיֹּ֗ום אֲשֶׁ֨ר צִוִּ֤יתִי שֹֽׁפְטִים֙ עַל־עַמִּ֣י יִשְׂרָאֵ֔ל 
458844,atelic_ext,2 Sam 9:7,תָּמִֽיד׃,תָּמִיד,וְאַתָּ֗ה תֹּ֥אכַל לֶ֛חֶם עַל־שֻׁלְחָנִ֖י תָּמִֽיד׃ 
458858,atelic_ext,2 Sam 9:10,תָּמִ֛יד,תָּמִיד,וּמְפִיבֹ֨שֶׁת֙ בֶּן־אֲדֹנֶ֔יךָ יֹאכַ֥ל תָּמִ֛יד לֶ֖חֶם עַל־שֻׁלְחָנִ֑י 
458868,atelic_ext,2 Sam 9:13,תָּמִ֖יד,תָּמִיד,כִּ֣י עַל־שֻׁלְחַ֥ן הַמֶּ֛לֶךְ תָּמִ֖יד ה֣וּא אֹכֵ֑ל 
458967,simultaneous,2 Sam 11:2,לְעֵ֣ת הָעֶ֗רֶב,לְ,וַיְהִ֣י׀ לְעֵ֣ת הָעֶ֗רֶב 
459022,simultaneous,2 Sam 11:13,בָעֶ֗רֶב,בְּ,וַיֵּצֵ֣א בָעֶ֗רֶב לִשְׁכַּ֤ב בְּמִשְׁכָּבֹו֙ עִם־עַבְדֵ֣י אֲדֹנָ֔יו 
459025,simultaneous,2 Sam 11:14,בַבֹּ֔קֶר,בְּ,וַיְהִ֣י בַבֹּ֔קֶר 
459170,simultaneous,2 Sam 12:18,בַּיֹּ֥ום שְּׁבִיעִ֖י,בְּ,וַיְהִ֛י בַּיֹּ֥ום הַשְּׁבִיעִ֖י 
459469,atelic_ext,2 Sam 13:37,כָּל־הַיָּמִֽים׃,Ø,וַיִּתְאַבֵּ֥ל עַל־בְּנֹ֖ו כָּל־הַיָּמִֽים׃ 
459472,atelic_ext,2 Sam 13:38,שָׁלֹ֥שׁ שָׁנִֽים׃,Ø,וַיְהִי־שָׁ֖ם שָׁלֹ֥שׁ שָׁנִֽים׃ 
459486,atelic_ext,2 Sam 14:2,זֶ֚ה יָמִ֣ים רַבִּ֔ים,Ø,וְהָיִ֕ית כְּאִשָּׁ֗ה זֶ֚ה יָמִ֣ים רַבִּ֔ים מִתְאַבֶּ֖לֶת עַל־מֵֽת׃ 
459623,atelic_ext,2 Sam 14:28,שְׁנָתַ֣יִם,Ø,וַיֵּ֧שֶׁב אַבְשָׁלֹ֛ום בִּירוּשָׁלִַ֖ם שְׁנָתַ֣יִם יָמִ֑ים 
459960,simultaneous,2 Sam 16:23,בַּיָּמִ֣ים הֵ֔ם,בְּ,וַעֲצַ֣ת אֲחִיתֹ֗פֶל אֲשֶׁ֤ר יָעַץ֙ בַּיָּמִ֣ים הָהֵ֔ם כַּאֲשֶׁ֥ר יִשְׁאַל־אִ֖ישׁ בִּדְבַ֣ר הָאֱלֹהִ֑ים 
460002,simultaneous,2 Sam 17:9,בַּתְּחִלָּ֔ה,בְּ,וְהָיָ֗ה כִּנְפֹ֤ל בָּהֶם֙ בַּתְּחִלָּ֔ה 
460144,simultaneous,2 Sam 18:7,בַּיֹּ֥ום ה֖וּא,בְּ,וַתְּהִי־שָׁ֞ם הַמַּגֵּפָ֧ה גְדֹולָ֛ה בַּיֹּ֥ום הַה֖וּא עֶשְׂרִ֥ים אָֽלֶף׃ 
460148,simultaneous,2 Sam 18:8,בַּיֹּ֥ום הֽוּא׃,בְּ,וַיֶּ֤רֶב הַיַּ֨עַר֙ לֶאֱכֹ֣ל בָּעָ֔ם מֵאֲשֶׁ֥ר אָכְלָ֛ה הַחֶ֖רֶב בַּיֹּ֥ום הַהֽוּא׃ 
460196,simultaneous,2 Sam 18:18,בְחַיָּיו֙,בְּ,וַיַּצֶּב־לֹ֤ו בְחַיָּיו֙ אֶת־מַצֶּ֨בֶת֙ אֲשֶׁ֣ר בְּעֵֽמֶק־הַמֶּ֔לֶךְ 
460209,simultaneous,2 Sam 18:20,בְּיֹ֣ום אַחֵ֑ר,בְּ,וּבִשַּׂרְתָּ֖ בְּיֹ֣ום אַחֵ֑ר 
460298,simultaneous,2 Sam 19:3,בַּיֹּ֥ום ה֛וּא,בְּ,וַתְּהִ֨י הַתְּשֻׁעָ֜ה בַּיֹּ֥ום הַה֛וּא לְאֵ֖בֶל לְכָל־הָעָ֑ם 
460299,simultaneous,2 Sam 19:3,בַּיֹּ֤ום הוּא֙,בְּ,כִּֽי־שָׁמַ֣ע הָעָ֗ם בַּיֹּ֤ום הַהוּא֙ לֵאמֹ֔ר 
460302,simultaneous,2 Sam 19:4,בַּיֹּ֥ום ה֖וּא,בְּ,וַיִּתְגַּנֵּ֥ב הָעָ֛ם בַּיֹּ֥ום הַה֖וּא לָבֹ֣וא הָעִ֑יר כַּאֲשֶׁ֣ר יִתְגַּנֵּ֗ב הָעָם֙ הַנִּכְלָמִ֔ים בְּנוּסָ֖ם בַּמִּלְחָמָֽה׃ 
460367,atelic_ext,2 Sam 19:14,כָּל־הַיָּמִ֖ים,Ø,אִם־לֹ֠א שַׂר־צָבָ֞א תִּהְיֶ֧ה לְפָנַ֛י כָּל־הַיָּמִ֖ים תַּ֥חַת יֹואָֽב׃ 
460394,simultaneous,2 Sam 19:20,בַּיֹּ֕ום,בְּ,וְאַל־תִּזְכֹּ֗ר אֵ֚ת אֲשֶׁ֣ר הֶעֱוָ֣ה עַבְדְּךָ֔ בַּיֹּ֕ום אֲשֶׁר־יָׄצָ֥ׄאׄ אֲדֹנִֽי־הַמֶּ֖לֶךְ מִירֽוּשָׁלִָ֑ם לָשׂ֥וּם הַמֶּ֖לֶךְ אֶל־לִבֹּֽו׃ 
460614,simultaneous,2 Sam 20:18,בָרִֽאשֹׁנָה֙,בְּ,דַּבֵּ֨ר יְדַבְּר֤וּ בָרִֽאשֹׁנָה֙ לֵאמֹ֔ר 
460697,atelic_ext,2 Sam 21:10,לָֽיְלָה׃,Ø,וְלֹֽא־נָתְנָה֩ עֹ֨וף הַשָּׁמַ֜יִם לָנ֤וּחַ עֲלֵיהֶם֙ יֹומָ֔ם וְאֶת־חַיַּ֥ת הַשָּׂדֶ֖ה לָֽיְלָה׃ 
460698,atelic_ext,2 Sam 21:10,יֹומָ֔ם,יֹומָם,וְלֹֽא־נָתְנָה֩ עֹ֨וף הַשָּׁמַ֜יִם לָנ֤וּחַ עֲלֵיהֶם֙ יֹומָ֔ם וְאֶת־חַיַּ֥ת הַשָּׂדֶ֖ה לָֽיְלָה׃ 
460794,simultaneous,2 Sam 22:19,בְּיֹ֣ום אֵידִ֑י,בְּ,יְקַדְּמֻ֖נִי בְּיֹ֣ום אֵידִ֑י 
460924,simultaneous,2 Sam 23:10,בַּיֹּ֣ום ה֑וּא,בְּ,וַיַּ֧עַשׂ יְהוָ֛ה תְּשׁוּעָ֥ה גְדֹולָ֖ה בַּיֹּ֣ום הַה֑וּא 
460937,simultaneous,2 Sam 23:13,אֶל־קָצִיר֙,אֶל,וַיָּבֹ֤אוּ אֶל־קָצִיר֙ אֶל־דָּוִ֔ד אֶל־מְעָרַ֖ת עֲדֻלָּ֑ם 
460973,simultaneous,2 Sam 23:20,בְּיֹ֥ום הַשָּֽׁלֶג׃,בְּ,וּבְנָיָ֨הוּ בֶן־יְהֹויָדָ֧ע בֶּן־אִֽישׁ־חַ֛יִל רַב־פְּעָלִ֖ים מִֽקַּבְצְאֵ֑ל ה֣וּא הִכָּ֗ה אֵ֣ת שְׁנֵ֤י אֲרִאֵל֙ מֹואָ֔ב וְ֠הוּא יָרַ֞ד וְהִכָּ֧ה אֶֽת־הָאֲרִ֛י בְּתֹ֥וךְ הַבֹּ֖אר בְּיֹ֥ום הַשָּֽׁלֶג׃ 
461059,simultaneous,2 Sam 24:11,בַּבֹּ֑קֶר פ,בְּ,וַיָּ֥קָם דָּוִ֖ד בַּבֹּ֑קֶר פ 
461072,atelic_ext,2 Sam 24:13,שְׁלֹשָׁ֣ה חֳ֠דָשִׁים,Ø,אִם־שְׁלֹשָׁ֣ה חֳ֠דָשִׁים נֻסְךָ֙ לִפְנֵֽי־צָרֶ֜יךָ 
461074,atelic_ext,2 Sam 24:13,שְׁלֹ֨שֶׁת יָמִ֥ים,Ø,וְאִם־הֱ֠יֹות שְׁלֹ֨שֶׁת יָמִ֥ים דֶּ֨בֶר֙ בְּאַרְצֶ֔ךָ 
461102,simultaneous,2 Sam 24:18,בַּיֹּ֣ום ה֑וּא,בְּ,וַיָּבֹא־גָ֥ד אֶל־דָּוִ֖ד בַּיֹּ֣ום הַה֑וּא 
461353,simultaneous,1 Kgs 1:51,כַיֹּום֙,כְּ,יִשָּֽׁבַֽע־לִ֤י כַיֹּום֙ הַמֶּ֣לֶךְ שְׁלֹמֹ֔ה 
461419,atelic_ext,1 Kgs 2:11,שֶׁ֣בַע שָׁנִ֔ים,Ø,בְּחֶבְרֹ֤ון מָלַךְ֙ שֶׁ֣בַע שָׁנִ֔ים 
461420,atelic_ext,1 Kgs 2:11,שְׁלֹשִׁ֥ים וְשָׁלֹ֖שׁ שָׁנִֽים׃,Ø,וּבִירוּשָׁלִַ֣ם מָלַ֔ךְ שְׁלֹשִׁ֥ים וְשָׁלֹ֖שׁ שָׁנִֽים׃ 
461495,simultaneous,1 Kgs 2:26,בַיֹּ֨ום זֶּ֜ה,בְּ,וּבַיֹּ֨ום הַזֶּ֜ה לֹ֣א אֲמִיתֶ֗ךָ 
461563,atelic_ext,1 Kgs 2:38,יָמִ֥ים רַבִּֽים׃ ס,Ø,וַיֵּ֧שֶׁב שִׁמְעִ֛י בִּירוּשָׁלִַ֖ם יָמִ֥ים רַבִּֽים׃ ס 
461630,simultaneous,1 Kgs 3:6,כַּיֹּ֥ום זֶּֽה׃,כְּ,כַּיֹּ֥ום הַזֶּֽה׃ 
461663,atelic_ext,1 Kgs 3:13,כָּל־יָמֶֽיךָ׃,Ø,וְגַ֨ם אֲשֶׁ֤ר לֹֽא־שָׁאַ֨לְתָּ֙ נָתַ֣תִּי לָ֔ךְ גַּם־עֹ֖שֶׁר גַּם־כָּבֹ֑וד אֲ֠שֶׁר לֹא־הָיָ֨ה כָמֹ֥וךָ אִ֛ישׁ בַּמְּלָכִ֖ים כָּל־יָמֶֽיךָ׃ 
461682,simultaneous,1 Kgs 3:18,בַּיֹּ֤ום שְּׁלִישִׁי֙,בְּ,וַיְהִ֞י בַּיֹּ֤ום הַשְּׁלִישִׁי֙ לְלִדְתִּ֔י 
461690,simultaneous,1 Kgs 3:20,בְּתֹ֨וךְ הַלַּ֜יְלָה,בְּ+תָּוֶךְ,וַתָּקָם֩ בְּתֹ֨וךְ הַלַּ֜יְלָה 
461695,simultaneous,1 Kgs 3:21,בַּבֹּ֛קֶר,בְּ,וָאָקֻ֥ם בַּבֹּ֛קֶר לְהֵינִ֥יק אֶת־בְּנִ֖י 
461699,simultaneous,1 Kgs 3:21,בַּבֹּ֔קֶר,בְּ,וָאֶתְבֹּונֵ֤ן אֵלָיו֙ בַּבֹּ֔קֶר 
461797,atelic_ext,1 Kgs 5:1,כָּל־יְמֵ֥י חַיָּֽיו׃ פ,Ø,וּשְׁלֹמֹ֗ה הָיָ֤ה מֹושֵׁל֙ בְּכָל־הַמַּמְלָכֹ֔ות מִן־הַנָּהָר֙ אֶ֣רֶץ פְּלִשְׁתִּ֔ים וְעַ֖ד גְּב֣וּל מִצְרָ֑יִם מַגִּשִׁ֥ים מִנְחָ֛ה וְעֹבְדִ֥ים אֶת־שְׁלֹמֹ֖ה כָּל־יְמֵ֥י חַיָּֽיו׃ פ 
461802,atelic_ext,1 Kgs 5:5,כֹּ֖ל יְמֵ֥י שְׁלֹמֹֽה׃ ס,Ø,וַיֵּשֶׁב֩ יְהוּדָ֨ה וְיִשְׂרָאֵ֜ל לָבֶ֗טַח אִ֣ישׁ תַּ֤חַת גַּפְנֹו֙ וְתַ֣חַת תְּאֵֽנָתֹ֔ו מִדָּ֖ן וְעַד־בְּאֵ֣ר שָׁ֑בַע כֹּ֖ל יְמֵ֥י שְׁלֹמֹֽה׃ ס 
461831,atelic_ext,1 Kgs 5:15,כָּל־הַיָּמִֽים׃ ס,Ø,לְדָוִ֖ד כָּל־הַיָּמִֽים׃ ס 
461891,atelic_ext,1 Kgs 5:28,חֹ֚דֶשׁ,Ø,חֹ֚דֶשׁ יִהְי֣וּ בַלְּבָנֹ֔ון שְׁנַ֥יִם חֳדָשִׁ֖ים בְּבֵיתֹ֑ו 
461892,atelic_ext,1 Kgs 5:28,שְׁנַ֥יִם חֳדָשִׁ֖ים,Ø,חֹ֚דֶשׁ יִהְי֣וּ בַלְּבָנֹ֔ון שְׁנַ֥יִם חֳדָשִׁ֖ים בְּבֵיתֹ֑ו 
462104,simultaneous,1 Kgs 7:24,בִּיצֻקָתֹֽו׃,בְּ,שְׁנֵ֤י טוּרִים֙ הַפְּקָעִ֔ים יְצֻקִ֖ים בִּיצֻקָתֹֽו׃ 
462366,atelic_ext,1 Kgs 8:40,כָּל־הַ֨יָּמִ֔ים,Ø,לְמַ֨עַן֙ יִֽרָא֔וּךָ כָּל־הַ֨יָּמִ֔ים אֲשֶׁר־הֵ֥ם חַיִּ֖ים עַל־פְּנֵ֣י הָאֲדָמָ֑ה אֲשֶׁ֥ר נָתַ֖תָּה לַאֲבֹתֵֽינוּ׃ 
462463,simultaneous,1 Kgs 8:64,בַּיֹּ֣ום ה֗וּא,בְּ,בַּיֹּ֣ום הַה֗וּא קִדַּ֨שׁ הַמֶּ֜לֶךְ אֶת־תֹּ֣וךְ הֶחָצֵ֗ר אֲשֶׁר֙ לִפְנֵ֣י בֵית־יְהוָ֔ה 
462474,simultaneous,1 Kgs 8:66,בַּיֹּ֤ום שְּׁמִינִי֙,בְּ,בַּיֹּ֤ום הַשְּׁמִינִי֙ שִׁלַּ֣ח אֶת־הָעָ֔ם 
462492,atelic_ext,1 Kgs 9:3,כָּל־הַיָּמִֽים׃,Ø,וְהָי֨וּ עֵינַ֧י וְלִבִּ֛י שָׁ֖ם כָּל־הַיָּמִֽים׃ 
462613,atelic_ext,1 Kgs 10:8,תָּמִ֔יד,תָּמִיד,אַשְׁרֵ֖י עֲבָדֶ֣יךָ אֵ֑לֶּה הָֽעֹמְדִ֤ים לְפָנֶ֨יךָ֙ תָּמִ֔יד הַשֹּׁמְעִ֖ים אֶת־חָכְמָתֶֽךָ׃ 
462653,simultaneous,1 Kgs 10:21,בִּימֵ֥י שְׁלֹמֹ֖ה,בְּ,לֹ֥א נֶחְשָׁ֛ב בִּימֵ֥י שְׁלֹמֹ֖ה לִמְאֽוּמָה׃ 
462686,simultaneous,1 Kgs 11:4,לְעֵת֙ זִקְנַ֣ת שְׁלֹמֹ֔ה,לְ,וַיְהִ֗י לְעֵת֙ זִקְנַ֣ת שְׁלֹמֹ֔ה 
462711,simultaneous,1 Kgs 11:12,בְּיָמֶ֨יךָ֙,בְּ,אַךְ־בְּיָמֶ֨יךָ֙ לֹ֣א אֶעֱשֶׂ֔נָּה לְמַ֖עַן דָּוִ֣ד אָבִ֑יךָ 
462723,atelic_ext,1 Kgs 11:16,שֵׁ֧שֶׁת חֳדָשִׁ֛ים,Ø,כִּ֣י שֵׁ֧שֶׁת חֳדָשִׁ֛ים יָֽשַׁב־שָׁ֥ם יֹואָ֖ב וְכָל־יִשְׂרָאֵ֑ל 
462762,atelic_ext,1 Kgs 11:25,כָּל־יְמֵ֣י שְׁלֹמֹ֔ה,Ø,וַיְהִ֨י שָׂטָ֤ן לְיִשְׂרָאֵל֙ כָּל־יְמֵ֣י שְׁלֹמֹ֔ה וְאֶת־הָרָעָ֖ה אֲשֶׁ֣ר הֲדָ֑ד 
462778,simultaneous,1 Kgs 11:29,בָּעֵ֣ת הִ֔יא,בְּ,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔יא 
462806,atelic_ext,1 Kgs 11:36,כָּֽל־הַיָּמִ֤ים׀,Ø,וְלִבְנֹ֖ו אֶתֵּ֣ן שֵֽׁבֶט־אֶחָ֑ד לְמַ֣עַן הֱיֹֽות־נִ֣יר לְדָֽוִיד־עַ֠בְדִּי כָּֽל־הַיָּמִ֤ים׀ לְפָנַי֙ בִּיר֣וּשָׁלִַ֔ם הָעִיר֙ אֲשֶׁ֣ר בָּחַ֣רְתִּי לִ֔י לָשׂ֥וּם שְׁמִ֖י שָֽׁם׃ 
462826,atelic_ext,1 Kgs 11:39,כָל־הַיָּמִֽים׃ ס,Ø,אַ֖ךְ לֹ֥א כָל־הַיָּמִֽים׃ ס 
462875,atelic_ext,1 Kgs 12:7,כָּל־הַיָּמִֽים׃,Ø,וְהָי֥וּ לְךָ֛ עֲבָדִ֖ים כָּל־הַיָּמִֽים׃ 
462903,simultaneous,1 Kgs 12:12,בַּיֹּ֣ום שְּׁלִישִׁ֑י,בְּ,וַיָּבֹ֨וא יָרָבְעָ֧ם וְכָל־הָעָ֛ם אֶל־רְחַבְעָ֖ם בַּיֹּ֣ום הַשְּׁלִישִׁ֑י כַּאֲשֶׁ֨ר דִּבֶּ֤ר הַמֶּ֨לֶךְ֙ לֵאמֹ֔ר 
462906,simultaneous,1 Kgs 12:12,בַּיֹּ֥ום שְּׁלִישִֽׁי׃,בְּ,שׁ֥וּבוּ אֵלַ֖י בַּיֹּ֥ום הַשְּׁלִישִֽׁי׃ 
463020,simultaneous,1 Kgs 13:3,בַּיֹּ֨ום ה֤וּא,בְּ,וְנָתַן֩ בַּיֹּ֨ום הַה֤וּא מֹופֵת֙ לֵאמֹ֔ר 
463203,simultaneous,1 Kgs 14:1,בָּעֵ֣ת הִ֔יא,בְּ,בָּעֵ֣ת הַהִ֔יא חָלָ֖ה אֲבִיָּ֥ה בֶן־יָרָבְעָֽם׃ 
463313,atelic_ext,1 Kgs 14:21,שֲׁבַ֨ע עֶשְׂרֵ֥ה שָׁנָ֣ה׀,Ø,וּֽשֲׁבַ֨ע עֶשְׂרֵ֥ה שָׁנָ֣ה׀ מָלַ֣ךְ בִּירוּשָׁלִַ֗ם הָ֠עִיר אֲשֶׁר־בָּחַ֨ר יְהוָ֜ה לָשׂ֨וּם אֶת־שְׁמֹ֥ו שָׁם֙ מִכֹּל֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל 
463326,simultaneous,1 Kgs 14:25,בַּשָּׁנָ֥ה חֲמִישִׁ֖ית לַמֶּ֣לֶךְ,בְּ,וַיְהִ֛י בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם 
463342,atelic_ext,1 Kgs 14:30,כָּל־הַיָּמִֽים׃,Ø,וּמִלְחָמָ֨ה הָיְתָ֧ה בֵין־רְחַבְעָ֛ם וּבֵ֥ין יָרָבְעָ֖ם כָּל־הַיָּמִֽים׃ 
463347,simultaneous,1 Kgs 15:1,בִשְׁנַת֙ שְׁמֹנֶ֣ה עֶשְׂרֵ֔ה לַמֶּ֖לֶךְ,בְּ,וּבִשְׁנַת֙ שְׁמֹנֶ֣ה עֶשְׂרֵ֔ה לַמֶּ֖לֶךְ יָרָבְעָ֣ם בֶּן־נְבָ֑ט מָלַ֥ךְ אֲבִיָּ֖ם עַל־יְהוּדָֽה׃ 
463348,atelic_ext,1 Kgs 15:2,שָׁלֹ֣שׁ שָׁנִ֔ים,Ø,שָׁלֹ֣שׁ שָׁנִ֔ים מָלַ֖ךְ בִּירוּשָׁלִָ֑ם 
463360,atelic_ext,1 Kgs 15:6,כָּל־יְמֵ֥י חַיָּֽיו׃,Ø,וּמִלְחָמָ֨ה הָיְתָ֧ה בֵין־רְחַבְעָ֛ם וּבֵ֥ין יָרָבְעָ֖ם כָּל־יְמֵ֥י חַיָּֽיו׃ 
463368,simultaneous,1 Kgs 15:9,בִשְׁנַ֣ת עֶשְׂרִ֔ים לְיָרָבְעָ֖ם,בְּ,וּבִשְׁנַ֣ת עֶשְׂרִ֔ים לְיָרָבְעָ֖ם מֶ֣לֶךְ יִשְׂרָאֵ֑ל מָלַ֥ךְ אָסָ֖א מֶ֥לֶךְ יְהוּדָֽה׃ 
463369,atelic_ext,1 Kgs 15:10,אַרְבָּעִ֤ים וְאַחַת֙ שָׁנָ֔ה,Ø,וְאַרְבָּעִ֤ים וְאַחַת֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלִָ֑ם 
463382,atelic_ext,1 Kgs 15:14,כָּל־יָמָֽיו׃,Ø,רַ֣ק לְבַב־אָסָ֗א הָיָ֥ה שָׁלֵ֛ם עִם־יְהוָ֖ה כָּל־יָמָֽיו׃ 
463384,atelic_ext,1 Kgs 15:16,כָּל־יְמֵיהֶֽם׃,Ø,וּמִלְחָמָ֨ה הָיְתָ֜ה בֵּ֣ין אָסָ֗א וּבֵ֛ין בַּעְשָׁ֥א מֶֽלֶךְ־יִשְׂרָאֵ֖ל כָּל־יְמֵיהֶֽם׃ 
463418,simultaneous,1 Kgs 15:23,לְעֵ֣ת זִקְנָתֹ֔ו,לְ,רַ֚ק לְעֵ֣ת זִקְנָתֹ֔ו חָלָ֖ה אֶת־רַגְלָֽיו׃ 
463422,simultaneous,1 Kgs 15:25,בִּשְׁנַ֣ת שְׁתַּ֔יִם לְאָסָ֖א,בְּ,וְנָדָ֣ב בֶּן־יָרָבְעָ֗ם מָלַךְ֙ עַל־יִשְׂרָאֵ֔ל בִּשְׁנַ֣ת שְׁתַּ֔יִם לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה 
463423,atelic_ext,1 Kgs 15:25,שְׁנָתָֽיִם׃,Ø,וַיִּמְלֹ֥ךְ עַל־יִשְׂרָאֵ֖ל שְׁנָתָֽיִם׃ 
463432,simultaneous,1 Kgs 15:28,בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְאָסָ֖א,בְּ,וַיְמִתֵ֣הוּ בַעְשָׁ֔א בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה 
463447,atelic_ext,1 Kgs 15:32,כָּל־יְמֵיהֶֽם׃ פ,Ø,וּמִלְחָמָ֨ה הָיְתָ֜ה בֵּ֣ין אָסָ֗א וּבֵ֛ין בַּעְשָׁ֥א מֶֽלֶךְ־יִשְׂרָאֵ֖ל כָּל־יְמֵיהֶֽם׃ פ 
463485,simultaneous,1 Kgs 16:10,בִּשְׁנַת֙ עֶשְׂרִ֣ים וָשֶׁ֔בַע לְאָסָ֖א,בְּ,וַיְמִיתֵ֔הוּ בִּשְׁנַת֙ עֶשְׂרִ֣ים וָשֶׁ֔בַע לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה 
463511,simultaneous,1 Kgs 16:16,בַּיֹּ֥ום ה֖וּא,בְּ,וַיַּמְלִ֣כוּ כָֽל־יִ֠שְׂרָאֵל אֶת־עָמְרִ֨י שַׂר־צָבָ֧א עַל־יִשְׂרָאֵ֛ל בַּיֹּ֥ום הַה֖וּא בַּֽמַּחֲנֶֽה׃ 
463560,simultaneous,1 Kgs 16:29,בִּשְׁנַ֨ת שְׁלֹשִׁ֤ים וּשְׁמֹנֶה֙ שָׁנָ֔ה לְאָסָ֖א,בְּ,וְאַחְאָ֣ב בֶּן־עָמְרִ֗י מָלַךְ֙ עַל־יִשְׂרָאֵ֔ל בִּשְׁנַ֨ת שְׁלֹשִׁ֤ים וּשְׁמֹנֶה֙ שָׁנָ֔ה לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה 
463561,atelic_ext,1 Kgs 16:29,עֶשְׂרִ֥ים וּשְׁתַּ֖יִם שָׁנָֽה׃,Ø,וַ֠יִּמְלֹךְ אַחְאָ֨ב בֶּן־עָמְרִ֤י עַל־יִשְׂרָאֵל֙ בְּשֹׁ֣מְרֹ֔ון עֶשְׂרִ֥ים וּשְׁתַּ֖יִם שָׁנָֽה׃ 
463579,simultaneous,1 Kgs 16:34,בְּיָמָ֞יו,בְּ,בְּיָמָ֞יו בָּנָ֥ה חִיאֵ֛ל בֵּ֥ית הָאֱלִ֖י אֶת־יְרִיחֹ֑ה 
463587,atelic_ext,1 Kgs 17:1,הַשָּׁנִ֥ים אֵ֖לֶּה,Ø,אִם־יִהְיֶ֛ה הַשָּׁנִ֥ים הָאֵ֖לֶּה טַ֣ל וּמָטָ֑ר 
463604,simultaneous,1 Kgs 17:6,בַּבֹּ֔קֶר,בְּ,וְהָעֹרְבִ֗ים מְבִיאִ֨ים לֹ֜ו לֶ֤חֶם וּבָשָׂר֙ בַּבֹּ֔קֶר וְלֶ֥חֶם וּבָשָׂ֖ר בָּעָ֑רֶב 
463605,simultaneous,1 Kgs 17:6,בָּעָ֑רֶב,בְּ,וְהָעֹרְבִ֗ים מְבִיאִ֨ים לֹ֜ו לֶ֤חֶם וּבָשָׂר֙ בַּבֹּ֔קֶר וְלֶ֥חֶם וּבָשָׂ֖ר בָּעָ֑רֶב 
463645,simultaneous,1 Kgs 17:13,בָרִאשֹׁנָה֙,בְּ,אַ֣ךְ עֲשִׂי־לִ֣י מִ֠שָּׁם עֻגָ֨ה קְטַנָּ֤ה בָרִאשֹׁנָה֙ 
463647,simultaneous,1 Kgs 17:13,בָּאַחֲרֹנָֽה׃ ס,בְּ,וְלָ֣ךְ וְלִבְנֵ֔ךְ תַּעֲשִׂ֖י בָּאַחֲרֹנָֽה׃ ס 
463654,atelic_ext,1 Kgs 17:15,יָמִֽים׃,Ø,וַתֹּ֧אכַל הִֽיא־וָה֛וּא וּבֵיתָ֖הּ יָמִֽים׃ 
463700,simultaneous,1 Kgs 18:1,בַּשָּׁנָ֥ה שְּׁלִישִׁ֖ית,בְּ,וּדְבַר־יְהוָ֗ה הָיָה֙ אֶל־אֵ֣לִיָּ֔הוּ בַּשָּׁנָ֥ה הַשְּׁלִישִׁ֖ית לֵאמֹ֑ר 
463849,simultaneous,1 Kgs 18:27,בַֽצָּהֳרַ֜יִם,בְּ,וַיְהִ֨י בַֽצָּהֳרַ֜יִם 
463947,simultaneous,1 Kgs 18:44,בַּשְּׁבִעִ֔ית,בְּ,וַֽיְהִי֙ בַּשְּׁבִעִ֔ית 
463972,simultaneous,1 Kgs 19:2,כָעֵ֤ת מָחָר֙,כְּ,כִּֽי־כָעֵ֤ת מָחָר֙ אָשִׂ֣ים אֶֽת־נַפְשְׁךָ֔ כְּנֶ֖פֶשׁ אַחַ֥ד מֵהֶֽם׃ 
464121,simultaneous,1 Kgs 20:6,כָּעֵ֣ת מָחָ֗ר,כְּ,כִּ֣י׀ אִם־כָּעֵ֣ת מָחָ֗ר אֶשְׁלַ֤ח אֶת־עֲבָדַי֙ אֵלֶ֔יךָ 
464182,simultaneous,1 Kgs 20:16,בַּֽצָּהֳרָ֑יִם,בְּ,וַיֵּצְא֖וּ בַּֽצָּהֳרָ֑יִם 
